ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
172663135,12/15/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,B,44,0,25-44,M,BLACK,1009122.0,244346.0,40.837321839000026,-73.91011659999998
172657703,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,67,0,25-44,M,BLACK,997897.0,175677.0,40.64886713300007,-73.95082189999994
172657698,12/15/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,73,0,25-44,F,BLACK,1008200.0,181870.0,40.66584368500003,-73.91367111699996
172657719,12/15/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,Q,113,0,18-24,F,WHITE HISPANIC,1043338.0,185313.0,40.67512915100008,-73.78698262399996
172637086,12/15/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,63,0,45-64,M,WHITE,1002855.0,161553.0,40.610090709000076,-73.93299374899993
172648369,12/15/2017,475,,,,PL 1651601,M,Q,103,1,25-44,M,BLACK,1039726.0,195270.0,40.702482133000046,-73.799922252
172650046,12/15/2017,759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 1950500,M,B,44,0,25-44,M,WHITE HISPANIC,1007076.0,246673.0,40.843714300000045,-73.91750270999995
172650067,12/15/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,45-64,M,WHITE HISPANIC,987220.0,212676.0,40.75043076800005,-73.98928217599996
172651945,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,40,1,18-24,M,BLACK,1007034.0,236608.0,40.81608887400005,-73.917688689
172651963,12/15/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,19,0,25-44,M,BLACK HISPANIC,994297.0,218680.0,40.76690500600006,-73.96373101899997
172655446,12/15/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,43,0,45-64,M,BLACK,1026382.0,237309.0,40.81794183300008,-73.84778502199998
172655452,12/15/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1701501,F,K,62,0,25-44,M,WHITE,982735.0,161493.0,40.60994542000003,-74.00545784599996
172655465,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 16515M9,M,M,28,0,45-64,M,BLACK,997571.0,234556.0,40.810476043000044,-73.95188015099995
172657690,12/15/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205003,M,K,75,0,25-44,F,WHITE,1018074.0,186467.0,40.678429195000035,-73.87805620499995
172657694,12/15/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1554001,F,K,84,0,25-44,M,WHITE,987042.0,193563.0,40.697970267000066,-73.98993253599998
172658653,12/15/2017,847,"NY STATE LAWS,UNCLASSIFIED FELONY",125,OTHER STATE LAWS,VTL0511003,F,B,42,0,25-44,M,WHITE HISPANIC,1009516.0,239520.0,40.82407474000007,-73.90871090099995
172658658,12/15/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1701004,F,B,43,0,18-24,M,BLACK,1020219.0,239110.0,40.82291230800007,-73.87004130399998
172659363,12/15/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE HISPANIC,988211.0,218129.0,40.765397475000036,-73.98570226399994
172659364,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,32,2,25-44,F,BLACK HISPANIC,1000650.0,239650.0,40.82445246300006,-73.94074500599999
172659369,12/15/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,19,0,25-44,F,BLACK,993570.0,216847.0,40.76187469000007,-73.96635808399996
172659378,12/15/2017,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LAW),ED 6513000,M,S,122,0,25-44,F,ASIAN / PACIFIC ISLANDER,961293.0,157231.0,40.598217490000025,-74.08266857899997
172659524,12/15/2017,739,"FRAUD,UNCLASSIFIED-FELONY",112,THEFT-FRAUD,PL 1707500,F,M,7,0,25-44,F,WHITE HISPANIC,988935.0,201281.0,40.71915355400005,-73.98310035999998
172629666,12/15/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,52,0,18-24,M,BLACK,1010913.0,254387.0,40.86487617200004,-73.90360418399997
172629940,12/15/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,7,0,25-44,M,BLACK,988961.0,202038.0,40.721231322000044,-73.98300603499997
172663546,12/15/2017,565,"PROSTITUTION, PATRONIZING 4, 3",356,PROSTITUTION & RELATED OFFENSES,PL 2300400,M,Q,108,0,25-44,M,WHITE HISPANIC,1013228.0,211238.0,40.746436842000044,-73.89542079099994
172629955,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,103,1,25-44,M,BLACK,1039726.0,195270.0,40.702482133000046,-73.799922252
172647009,12/15/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2403002,M,K,77,0,<18,F,BLACK,1003508.0,185056.0,40.67459999000005,-73.93057482199998
172647002,12/15/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,52,0,45-64,M,WHITE HISPANIC,1014199.0,254214.0,40.86439080300004,-73.89172478099994
172645657,12/15/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,M,5,0,45-64,F,WHITE HISPANIC,983907.0,199959.0,40.71552621300003,-74.00123874799993
172635202,12/15/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402501,F,Q,115,0,18-24,M,WHITE HISPANIC,1021568.0,212556.0,40.75002315600005,-73.86531473199994
172629686,12/15/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,M,18,0,45-64,M,BLACK,987530.0,215975.0,40.75948557600003,-73.98816171999994
172629925,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,2,18-24,M,BLACK,1017824.0,243494.0,40.834954553000046,-73.87867276499998
172629944,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651502,M,M,14,0,18-24,M,BLACK,987965.0,215284.0,40.757588785000046,-73.98659189399994
172631673,12/15/2017,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,DANGEROUS DRUGS,PL 2200601,F,K,61,0,25-44,M,WHITE,1002854.0,155926.0,40.59464574000003,-73.93301284799998
172631681,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,1,0,25-44,M,ASIAN / PACIFIC ISLANDER,982099.0,196101.0,40.70493666200008,-74.00775949999998
172631685,12/15/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,106,0,18-24,M,ASIAN / PACIFIC ISLANDER,1030422.0,188449.0,40.68381353300003,-73.83352462799998
172635015,12/15/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,M,14,0,18-24,M,WHITE,987078.0,215157.0,40.757240531000036,-73.98979363699993
172635027,12/15/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,0,25-44,F,WHITE HISPANIC,1018623.0,214936.0,40.75656758500002,-73.87593153399997
172635193,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,44,1,25-44,M,BLACK,1004749.0,240880.0,40.827819901000055,-73.92593075599996
172636157,12/15/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,111,0,25-44,F,ASIAN / PACIFIC ISLANDER,1045403.0,219048.0,40.76770927200005,-73.77923159299998
172645655,12/15/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,M,5,0,45-64,M,WHITE,984291.0,202245.0,40.72180074200002,-73.99985353499993
172636159,12/15/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,Q,109,0,25-44,M,BLACK,1032084.0,216954.0,40.762043893000055,-73.82732958099997
172639220,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,78,0,25-44,F,BLACK,989250.0,180623.0,40.66245192500002,-73.98197932899996
172639223,12/15/2017,739,IDENTITY THFT-1,112,THEFT-FRAUD,PL 1908003,F,M,33,0,25-44,M,WHITE HISPANIC,1001889.0,245601.0,40.840783858000066,-73.93625260699997
172639228,12/15/2017,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,30,0,25-44,M,WHITE HISPANIC,998806.0,239586.0,40.82428003200005,-73.94740787999996
172641723,12/15/2017,198,CRIMINAL CONTEMPT 1,126,MISCELLANEOUS PENAL LAW,PL 21551B3,F,K,77,0,25-44,M,BLACK,1003508.0,185056.0,40.67459999000005,-73.93057482199998
172642811,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,48,0,18-24,M,WHITE HISPANIC,1011811.0,246833.0,40.844139945000045,-73.90038861799998
172642825,12/15/2017,764,BAIL JUMPING 1 & 2,126,MISCELLANEOUS PENAL LAW,PL 2155600,F,M,5,0,45-64,M,BLACK,983907.0,199959.0,40.71552621300003,-74.00123874799993
172642832,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,100,0,18-24,M,BLACK,1035797.0,153488.0,40.58782356600005,-73.81441175699997
172644130,12/15/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,B,47,0,25-44,M,BLACK,1032831.0,262700.0,40.88759934000007,-73.82430184399993
172631680,12/15/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,1,0,25-44,M,WHITE HISPANIC,981659.0,204867.0,40.72899711700006,-74.00934983299999
172638402,12/15/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,47,0,45-64,M,BLACK,1021794.0,259775.0,40.87962499400004,-73.86423493699994
172631684,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200002,M,Q,103,0,25-44,M,BLACK,1044315.0,193135.0,40.69659211500005,-73.78339071499995
172638413,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,25,1,45-64,M,UNKNOWN,1000414.0,230243.0,40.79863330000006,-73.94162037099994
172657702,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,60,0,25-44,F,BLACK,988998.0,152153.0,40.58430785900004,-73.98290766499997
172657697,12/15/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205003,M,K,75,0,45-64,M,BLACK,1018074.0,186467.0,40.678429195000035,-73.87805620499995
172657691,12/15/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,94,0,18-24,M,WHITE HISPANIC,1000064.0,204388.0,40.727668624000046,-73.94294532099997
172655458,12/15/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211500,M,K,75,0,18-24,M,BLACK HISPANIC,1016248.0,188318.0,40.68351655500004,-73.88463066299995
172655449,12/15/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,42,0,25-44,M,BLACK HISPANIC,1016378.0,243529.0,40.83505599700004,-73.883898102
172655440,12/15/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,B,52,0,18-24,M,WHITE HISPANIC,1013721.0,254580.0,40.86539697000006,-73.89345131599998
172651966,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 16515M9,M,M,28,0,45-64,M,WHITE HISPANIC,997571.0,234556.0,40.810476043000044,-73.95188015099995
172651946,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,0,18-24,M,BLACK,1006611.0,233503.0,40.80756759500007,-73.91922722299995
172651943,12/15/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,44,0,25-44,M,BLACK,1003608.0,241656.0,40.829952373000026,-73.93005138299998
172651940,12/15/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,B,45,0,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE,1029823.0,243127.0,40.83389348100008,-73.83531372999995
172650072,12/15/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,109,0,18-24,M,BLACK,1032084.0,216954.0,40.762043893000055,-73.82732958099997
172648353,12/15/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,44,0,25-44,M,BLACK,1008105.0,243721.0,40.83560920200006,-73.91379415499993
172648351,12/15/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155003,M,B,44,0,25-44,M,WHITE HISPANIC,1006537.0,244511.0,40.83778161800007,-73.91945797099999
172647014,12/15/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,<18,F,BLACK,988058.0,214775.0,40.75619167000008,-73.98625649199995
172647011,12/15/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,K,71,0,45-64,M,BLACK,999005.0,181250.0,40.66416202000005,-73.94681681999998
172645646,12/15/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,63,0,18-24,M,BLACK,1006811.0,164971.0,40.619463221000046,-73.91873442199994
172644131,12/15/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,B,42,0,45-64,M,BLACK HISPANIC,1010059.0,239344.0,40.82359010000005,-73.90674962399999
172645638,12/15/2017,419,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109,GRAND LARCENY,PL 1553005,F,B,48,0,<18,F,WHITE HISPANIC,1019600.0,246163.0,40.84227324600005,-73.87224065199997
172644149,12/15/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,63,0,25-44,M,BLACK,1000521.0,168264.0,40.62851560000007,-73.94138369799998
172644140,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,61,1,25-44,M,WHITE,996077.0,161202.0,40.60913892400004,-73.95740597499997
172644141,12/15/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,K,84,0,18-24,F,BLACK,986598.0,190448.0,40.68942044000005,-73.99153483799995
172657708,12/15/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,71,0,18-24,M,BLACK HISPANIC,997981.0,183327.0,40.669864569000026,-73.95050361299997
172657709,12/15/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100E,M,K,81,2,25-44,M,BLACK,1002243.0,192243.0,40.69432932400008,-73.93511605399993
172657721,12/15/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,110,0,65+,F,WHITE HISPANIC,1019840.0,206689.0,40.73392684100002,-73.87158239799999
172659601,12/15/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,44,0,25-44,F,BLACK HISPANIC,1008585.0,243507.0,40.83502052400007,-73.91206030599994
172639224,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,1,0,45-64,F,BLACK,979630.0,199962.0,40.71553324800004,-74.01666714099997
172639230,12/15/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,M,22,0,65+,M,WHITE,993700.0,224344.0,40.78245186000004,-73.96587826899997
172641709,12/15/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,52,0,25-44,M,BLACK,1008368.0,253290.0,40.86187255900006,-73.91280930499995
172641725,12/15/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,69,0,45-64,M,BLACK,1016115.0,171269.0,40.63672131800007,-73.88519076699998
172659838,12/15/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 1950700,F,M,23,2,45-64,M,BLACK,999218.0,230194.0,40.798500915000034,-73.94594018899994
172659837,12/15/2017,563,PROSTITUTION,356,PROSTITUTION & RELATED OFFENSES,PL 2300000,M,M,25,0,45-64,M,BLACK,1001837.0,232811.0,40.80567903900004,-73.93647406099996
172641743,12/15/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,Q,113,3,25-44,F,BLACK,1046315.0,187088.0,40.67998073800004,-73.77623390699993
172642808,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,44,0,45-64,M,BLACK,1008786.0,247067.0,40.844791129000036,-73.91132091399999
172659611,12/15/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,61,0,18-24,F,WHITE,992760.0,158212.0,40.60093578800007,-73.96935606299998
172659527,12/15/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,M,5,0,25-44,M,WHITE HISPANIC,984984.0,200116.0,40.71595711700007,-73.997353676
172658664,12/15/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,63,0,25-44,F,BLACK,1002985.0,168038.0,40.62789040900003,-73.93250754599995
172659513,12/15/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,K,81,0,18-24,M,BLACK,1000876.0,191779.0,40.69305842500006,-73.94004680099994
172659370,12/15/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,M,32,0,45-64,M,BLACK,999359.0,235517.0,40.81311084400005,-73.94541894799994
172659362,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,79,0,45-64,M,BLACK,998477.0,191688.0,40.69281283200007,-73.94869796999996
172659360,12/15/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1704002,F,K,67,0,25-44,M,BLACK,1001488.0,172609.0,40.64043987300005,-73.93788889599993
172658682,12/15/2017,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,103,0,<18,M,WHITE HISPANIC,1040903.0,191098.0,40.691023536000046,-73.79571240099993
172658677,12/15/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,Q,114,0,25-44,M,BLACK,1004921.0,216892.0,40.76197895200004,-73.92538308599995
172658673,12/15/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,18-24,M,WHITE HISPANIC,988058.0,214775.0,40.75619167000008,-73.98625649199995
172658670,12/15/2017,916,LEAVING SCENE-ACCIDENT-PERSONA,348,VEHICLE AND TRAFFIC LAWS,VTL06000EF,F,K,75,0,45-64,M,WHITE HISPANIC,1020496.0,186455.0,40.678386672000045,-73.86932427499994
172658668,12/15/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,73,2,<18,F,WHITE HISPANIC,1009550.0,181844.0,40.66576856600005,-73.90880499999997
172629946,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,30,0,18-24,M,WHITE,1000176.0,240656.0,40.82721451400005,-73.94245527399994
172634710,12/15/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,72,0,45-64,M,WHITE HISPANIC,983741.0,174766.0,40.646377132000055,-74.00183565199995
172658651,12/15/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1701004,F,B,47,0,25-44,M,WHITE HISPANIC,1026480.0,262584.0,40.88731363400007,-73.84727175799998
172657724,12/15/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,103,0,25-44,M,WHITE HISPANIC,1038473.0,195142.0,40.702138570000045,-73.804442324
172644135,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,47,1,25-44,M,BLACK,1026480.0,262584.0,40.88731363400007,-73.84727175799998
172644158,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,112,0,18-24,M,WHITE,1025286.0,202643.0,40.722797981000035,-73.85195635699995
172645636,12/15/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2052502,F,B,41,72,18-24,M,WHITE HISPANIC,1017934.0,232221.0,40.804012949000025,-73.87833183299993
172648360,12/15/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,K,79,0,25-44,M,WHITE HISPANIC,998019.0,187181.0,40.68044287300006,-73.95035875699995
172648363,12/15/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,5,0,45-64,M,BLACK,984336.0,200990.0,40.71835606800005,-73.99969120599997
172648364,12/15/2017,759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 1950500,M,M,5,1,18-24,F,BLACK,985160.0,200766.0,40.71774119600008,-73.99671870099996
172648365,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,5,1,18-24,M,BLACK HISPANIC,985160.0,200766.0,40.71774119600008,-73.99671870099996
172648374,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0,45-64,F,BLACK HISPANIC,940060.0,170889.0,40.635625377000046,-74.15921693699994
172650055,12/15/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,90,0,25-44,F,BLACK,999701.0,195491.0,40.70324912900003,-73.94427542599993
172650070,12/15/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,104,0,25-44,M,WHITE HISPANIC,1017315.0,195038.0,40.70195746700006,-73.88075054799998
172651955,12/15/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,75,0,25-44,M,BLACK,1017119.0,183909.0,40.67141166300007,-73.88151172399995
172651967,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,14,1,25-44,M,BLACK,986848.0,212883.0,40.75099904800004,-73.99062471199994
172655443,12/15/2017,759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2052001,M,B,41,72,18-24,F,BLACK,1017934.0,232221.0,40.804012949000025,-73.87833183299993
172655468,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 16515M9,M,M,28,0,18-24,F,WHITE HISPANIC,997571.0,234556.0,40.810476043000044,-73.95188015099995
172656668,12/15/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,K,69,0,25-44,M,BLACK,1014588.0,173066.0,40.64165905700002,-73.89068451399999
172656671,12/15/2017,112,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126,MISCELLANEOUS PENAL LAW,PL 1201300,F,K,73,0,18-24,M,BLACK,1010739.0,178539.0,40.656693596000025,-73.90453211299997
172656681,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,60,1,25-44,M,BLACK,989472.0,148971.0,40.57557363000007,-73.98120362499998
172656693,12/15/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 16515M9,M,M,28,0,25-44,F,BLACK,997571.0,234556.0,40.810476043000044,-73.95188015099995
172656696,12/15/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,18-24,M,BLACK,1007694.0,219657.0,40.76956124200007,-73.91536344699995
172657688,12/15/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,B,43,0,25-44,M,BLACK,1020316.0,239179.0,40.82310129900002,-73.86969046099993
